ts_code,trade_date,open,high,low,close,vol,amount
002594.SZ,20210111,234.59,245.0,230.98,234.86,534254.66,12681067.407
002594.SZ,20210108,233.0,234.32,220.7,227.51,426758.36,9705879.745
002594.SZ,20210107,216.6,228.32,214.2,225.04,428602.54,9516502.256
002594.SZ,20210106,219.72,222.18,212.0,216.3,434652.14,9376648.611
002594.SZ,20210105,206.0,221.23,202.01,219.9,545305.97,11642247.812
002594.SZ,20210104,189.0,211.16,187.09,206.76,589501.61,11803190.657
002594.SZ,20201231,188.86,195.83,184.26,194.3,505119.42,9665582.055
002594.SZ,20201230,180.66,191.95,180.66,186.0,510431.08,9559070.846
002594.SZ,20201229,186.0,186.0,178.46,178.6,361177.82,6530622.526
002594.SZ,20201228,184.3,190.37,182.6,187.93,303384.31,5674752.366
002594.SZ,20201225,183.32,186.15,181.1,185.22,211330.69,3892733.282
002594.SZ,20201224,185.0,185.0,180.0,183.0,260453.54,4739171.492
002594.SZ,20201223,183.89,190.8,182.96,186.79,427079.45,7982526.892
002594.SZ,20201222,192.98,192.98,183.66,184.0,586810.41,11044848.425
002594.SZ,20201221,176.5,193.6,175.5,193.6,667797.63,12342923.957
002594.SZ,20201218,172.5,180.09,171.22,176.0,488485.1,8625943.227
002594.SZ,20201217,171.18,172.93,169.01,171.79,189772.6,3245175.544
002594.SZ,20201216,176.0,176.7,170.9,171.87,238153.85,4110951.042
002594.SZ,20201215,170.25,175.05,168.5,174.7,362218.02,6234488.461
002594.SZ,20201214,166.8,170.88,163.0,170.2,302132.25,5064250.844
002594.SZ,20201211,169.35,169.35,162.8,167.0,354878.18,5902635.219
002594.SZ,20201210,168.0,171.66,166.02,169.52,370436.28,6243808.669
002594.SZ,20201209,179.0,181.03,173.0,173.24,315714.47,5563503.434
002594.SZ,20201208,178.1,182.0,176.7,177.97,445743.24,7995315.241
002594.SZ,20201207,171.3,176.66,169.11,175.29,322185.89,5617848.45
002594.SZ,20201204,171.6,178.8,170.4,171.86,394489.88,6888910.896
002594.SZ,20201203,169.75,173.66,166.96,171.09,365580.81,6251135.998
002594.SZ,20201202,171.1,172.5,168.0,169.75,492401.38,8354836.225
